期号,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,后区出球顺序1,后区出球顺序2,前区出球顺序1,前区出球顺序2,前区出球顺序3,前区出球顺序4,前区出球顺序5,奖池余额,本期销量,一等奖注数,一等奖单注奖金,二等奖注数,二等奖单注奖金
09132,2009-11-11,02,10,12,15,28,04,07,,,,,,,,106960000,62748807,1,5000000,7,530001
09131,2009-11-09,02,03,08,33,34,03,11,,,,,,,,98050000,62393936,0,0,28,74232
09130,2009-11-07,09,14,25,32,34,02,08,,,,,,,,88910000,72087396,1,5000000,10,424283
09129,2009-11-04,02,10,18,32,33,03,08,,,,,,,,77050000,67149959,5,5000000,46,43828
09128,2009-11-02,06,21,28,32,34,04,07,,,,,,,,97630000,62083219,0,0,10,250198
09127,2009-10-31,05,09,27,32,34,05,08,,,,,,,,87120000,77984435,4,6132379,24,125819
09126,2009-10-28,14,23,27,28,33,08,12,,,,,,,,102310000,65283300,0,0,17,165026
09125,2009-10-26,08,20,23,29,31,02,11,,,,,,,,90670000,63479997,0,0,10,337839
09124,2009-10-24,01,03,14,32,35,07,11,,,,,,,,76480000,69674019,0,0,17,177812
09123,2009-10-21,10,21,28,29,32,06,10,,,,,,,,63950000,62130621,0,0,41,41195
09122,2009-10-19,01,02,11,31,33,05,06,,,,,,,,59870000,60514755,2,6500000,12,258290
09121,2009-10-17,04,05,08,11,22,02,10,,,,,,,,107900000,60056189,0,0,19,173392
09120,2009-10-14,11,23,27,28,32,02,05,,,,,,,,107900000,60056189,0,0,19,173392
09119,2009-10-12,03,12,22,23,28,04,12,,,,,,,,98090000,56316371,1,5000000,9,324806
09118,2009-10-10,10,17,18,21,34,05,11,,,,,,,,92730000,62050346,0,0,14,239502
09117,2009-10-07,07,21,29,31,33,09,10,,,,,,,,82930000,47209745,2,5000000,33,27843
09116,2009-10-05,12,15,23,30,33,09,12,,,,,,,,93310000,45459651,2,5000000,29,84622
09115,2009-10-03,01,02,06,08,26,05,12,,,,,,,,63820000,50517460,0,0,4,1013097
09114,2009-09-30,02,08,25,29,33,03,07,,,,,,,,84530000,51813022,4,5487268,15,373572
09113,2009-09-28,03,04,10,18,27,06,08,,,,,,,,107530000,51363174,0,0,38,85492
09112,2009-09-26,02,08,12,34,35,04,05,,,,,,,,106310000,57394342,0,0,20,536090
09111,2009-09-23,04,11,13,19,35,10,12,,,,,,,,102140000,52850837,1,8774361,13,812939
09110,2009-09-21,22,28,30,31,34,07,09,,,,,,,,107140000,51636412,0,0,20,284138
09109,2009-09-19,02,11,13,26,35,06,10,,,,,,,,104930000,57166799,1,9046646,17,643784
09108,2009-09-16,01,09,14,29,30,07,10,,,,,,,,109930000,51337395,0,0,37,172777
09107,2009-09-14,11,12,33,34,35,01,10,,,,,,,,49360000,50513087,1,7344588,38,147193
09106,2009-09-12,11,21,22,25,34,06,09,,,,,,,,112310000,55692618,0,0,12,812805
09105,2009-09-09,01,25,26,34,35,06,11,,,,,,,,108300000,50958315,0,0,26,262127
09104,2009-09-07,15,25,29,32,33,10,11,,,,,,,,105870000,49507325,0,0,36,136035
09103,2009-09-05,16,20,28,32,33,01,02,,,,,,,,103770000,54467017,0,0,21,450423
09102,2009-09-02,11,13,29,32,35,10,12,,,,,,,,100390000,48859582,0,0,34,37067
09101,2009-08-31,02,10,14,22,26,04,09,,,,,,,,96550000,47809382,1,6986209,19,252790
09100,2009-08-29,16,20,25,29,33,01,08,,,,,,,,101550000,52247864,0,0,15,224135
09099,2009-08-26,03,09,21,23,33,06,10,,,,,,,,92140000,48169676,0,0,11,274102
09098,2009-08-24,11,17,19,25,26,02,10,,,,,,,,82780000,48520631,4,5353595,23,185192
09097,2009-08-22,06,13,14,22,25,01,04,,,,,,,,108780000,53124002,0,0,19,470531
09096,2009-08-19,07,12,28,32,33,01,03,,,,,,,,104980000,48423174,0,0,16,152532
09095,2009-08-17,08,18,24,30,33,01,06,,,,,,,,96860000,48364617,2,6022716,29,197490
09094,2009-08-15,01,05,21,23,29,05,12,,,,,,,,106860000,52581788,0,0,11,277852
09093,2009-08-12,07,09,22,30,33,09,11,,,,,,,,97840000,47767244,1,5641679,44,35091
09092,2009-08-10,10,21,22,27,29,08,12,,,,,,,,102840000,45632991,0,0,19,115829
09091,2009-08-08,01,05,17,32,34,03,07,,,,,,,,95700000,51108194,1,5000000,11,287238
09090,2009-08-05,18,25,30,33,34,04,10,,,,,,,,91370000,46981058,2,5000000,11,171998
09089,2009-08-03,03,06,11,19,27,02,07,,,,,,,,95500000,46949691,1,5000000,18,126376
09088,2009-08-01,13,16,27,32,34,03,09,,,,,,,,93700000,53086069,2,6429562,18,404320
09087,2009-07-29,10,24,28,30,33,01,10,,,,,,,,103700000,47801827,0,0,13,202183
09086,2009-07-27,01,02,07,26,29,10,12,,,,,,,,96350000,48530520,1,8369481,12,683662
09085,2009-07-25,06,13,27,33,34,09,12,,,,,,,,101350000,52654405,1,6281762,32,106181
09084,2009-07-22,05,09,19,26,35,02,10,,,,,,,,106350000,46704486,0,0,10,317589
09083,2009-07-20,02,05,28,34,35,01,07,,,,,,,,96920000,46714940,0,0,13,240991
09082,2009-07-18,05,11,26,29,32,08,11,,,,,,,,88150000,53062976,3,5594117,95,48546
09081,2009-07-15,02,15,20,25,33,03,06,,,,,,,,103150000,48912917,1,7373857,26,234042
09080,2009-07-13,07,16,19,29,35,02,11,,,,,,,,108150000,47474266,0,0,10,575753
09079,2009-07-11,01,02,07,13,34,04,10,,,,,,,,10560000,51652499,0,0,3,1077741
09078,2009-07-08,11,23,26,31,34,05,11,,,,,,,,94730000,47027388,2,5000000,4,836630
09077,2009-07-06,07,20,28,32,34,06,08,,,,,,,,95360000,46747748,2,5000000,26,77965
09076,2009-07-04,03,09,11,18,24,04,05,,,,,,,,99690000,52275871,1,5000000,21,113659
09075,2009-07-01,01,07,11,32,33,09,11,,,,,,,,96860000,45529833,0,0,12,224909
09074,2009-06-29,15,17,19,23,32,01,11,,,,,,,,88920000,45913477,0,0,4,959223
09073,2009-06-27,01,10,19,21,30,01,04,,,,,,,,78180000,50495747,2,5000000,38,70530
09072,2009-06-24,23,26,29,32,33,05,10,,,,,,,,79140000,45922820,1,5000000,40,8775
09071,2009-06-22,04,20,29,30,33,02,11,,,,,,,,83090000,45019753,0,0,27,85911
09070,2009-06-20,10,21,24,30,31,03,10,,,,,,,,76600000,49441977,1,5000000,18,92128
09069,2009-06-17,14,16,27,30,33,08,12,,,,,,,,76340000,46288776,1,5000000,30,85823
09068,2009-06-15,02,12,15,20,28,01,12,,,,,,,,73980000,45860799,0,0,7,517024
09067,2009-06-13,03,06,25,28,32,02,05,,,,,,,,62980000,50223305,0,0,9,272097
09066,2009-06-10,01,08,19,24,31,06,12,,,,,,,,53380000,45835410,1,5000000,15,174611
09065,2009-06-08,01,12,24,27,32,02,11,,,,,,,,50170000,45248670,0,0,20,102983
09064,2009-06-06,06,10,11,17,34,11,12,,,,,,,,43360000,50207791,0,0,7,566068
09063,2009-06-03,05,06,18,21,22,01,07,,,,,,,,32270000,45959640,0,0,31,92917
09062,2009-06-01,04,22,23,29,31,05,11,,,,,,,,23110000,45578124,0,0,29,58422
09061,2009-05-30,02,10,21,26,34,02,10,,,,,,,,18270000,49154757,1,5000000,12,235409
09060,2009-05-27,18,28,29,30,31,04,08,,,,,,,,13780000,46270476,2,5000000,21,53998
09059,2009-05-25,02,13,14,29,33,04,11,,,,,,,,20330000,46071746,4,5000000,14,109201
09058,2009-05-23,08,10,14,27,32,02,07,,,,,,,,35310000,51003335,0,0,8,414063
09057,2009-05-20,06,15,22,27,30,02,09,,,,,,,,25340000,48851346,14,5000000,91,17313
09056,2009-05-18,04,13,17,32,35,03,06,,,,,,,,99670000,47573881,0,0,40,44614
09055,2009-05-16,05,08,14,23,24,05,06,,,,,,,,94520000,52677379,0,0,15,235353
09054,2009-05-13,02,12,19,29,30,07,12,,,,,,,,45390000,50568158,3,5696396,48,129993
09053,2009-05-11,05,09,24,31,33,05,06,,,,,,,,101450000,46770636,0,0,48,35679
09052,2009-05-09,23,24,30,34,35,01,03,,,,,,,,96062600,52182712,1,5000000,28,88871
09051,2009-05-06,03,11,22,26,29,05,12,,,,,,,,93340000,48242380,0,0,14,215774
09050,2009-05-04,05,15,28,32,33,08,09,,,,,,,,84520000,46736299,1,5000000,28,69076
09049,2009-05-02,05,16,28,29,34,11,12,,,,,,,,86870000,50231963,1,5000000,9,389542
09048,2009-04-29,05,06,22,25,27,11,12,,,,,,,,80750000,47916383,0,0,10,276036
09047,2009-04-27,13,18,21,24,29,03,06,,,,,,,,72560000,48883059,0,0,8,451368
09046,2009-04-25,01,09,24,34,35,04,09,,,,,,,,61692863,54210221,2,5000000,33,84525
09045,2009-04-22,01,09,14,24,35,06,09,,,,,,,,61180000,50114289,0,0,7,441668
09044,2009-04-20,01,07,18,29,34,03,09,,,,,,,,51785973,48504299,1,5000000,35,18710
09043,2009-04-18,05,21,22,32,35,02,05,,,,,,,,54660000,54703400,1,5000000,43,60136
09042,2009-04-15,11,24,25,26,31,02,07,,,,,,,,55020000,50135357,2,5000000,32,34388
09041,2009-04-13,05,09,20,23,29,04,10,,,,,,,,64480000,49858255,0,0,16,163126
09040,2009-04-11,03,16,30,32,33,01,10,,,,,,,,55529044,55451075,0,0,11,315517
09039,2009-04-08,01,03,07,10,33,03,04,,,,,,,,45280000,49756688,1,5000000,10,265033
09038,2009-04-06,06,17,20,29,32,04,05,,,,,,,,45410000,46810312,1,5000000,69,9467
09037,2009-04-04,17,18,19,25,31,01,11,,,,,,,,48490000,53181208,0,0,15,208584
09036,2009-04-01,02,12,26,31,33,09,10,,,,,,,,37276722,48851036,0,0,13,214663
09035,2009-03-30,03,07,09,28,33,03,08,,,,,,,,28380000,47372251,1,5000000,29,37040
09034,2009-03-28,05,19,31,32,35,04,09,,,,,,,,0,53016496,14,4483258,130,3000
09033,2009-03-25,02,08,18,21,32,08,11,,,,,,,,69940000,48984920,0,0,19,152143
09032,2009-03-23,04,12,20,26,29,06,10,,,,,,,,56850000,46963564,1,5000000,26,77486
09031,2009-03-21,07,11,19,21,22,01,11,,,,,,,,55688643,53083824,0,0,14,270076
09030,2009-03-18,01,07,27,30,32,01,04,,,,,,,,44640000,48076848,0,0,9,353834
09029,2009-03-16,03,04,13,17,24,04,11,,,,,,,,35130000,46951848,1,5000000,8,452537
09028,2009-03-14,06,20,30,32,35,09,11,,,,,,,,0,54417733,11,1881523,32,22180
09027,2009-03-11,03,22,26,33,34,09,10,,,,,,,,19650000,48116008,0,0,7,487991
09026,2009-03-09,24,30,31,32,34,10,12,,,,,,,,10080000,47275096,4,5000000,28,75673
09025,2009-03-07,03,17,22,23,33,04,10,,,,,,,,26770000,51222852,3,5000000,9,335347
09024,2009-03-04,29,31,32,33,35,10,11,,,,,,,,32195688,49544899,12,5000000,674,3000
09023,2009-03-02,15,17,21,27,33,07,11,,,,,,,,97585347,48760441,0,0,9,410040
09022,2009-02-28,12,14,17,34,35,04,11,,,,,,,,87252331,55310640,0,0,14,207950
09021,2009-02-25,01,15,31,32,34,03,08,,,,,,,,78400000,49445917,3,5000000,26,39000
09020,2009-02-23,05,16,18,32,35,02,11,,,,,,,,90300000,48090233,0,0,27,97186
09019,2009-02-21,04,29,31,32,35,04,10,,,,,,,,81640000,53504263,2,5000000,71,20189
09018,2009-02-18,01,06,13,28,29,03,09,,,,,,,,90497720,47980946,2,6283265,31,211361
09017,2009-02-16,05,11,23,26,33,04,12,,,,,,,,100497720,47076272,1,5000000,8,404617
09016,2009-02-14,10,11,20,26,27,09,11,,,,,,,,95754526,53924327,1,9175345,26,379576
09015,2009-02-11,01,05,10,16,27,03,04,,,,,,,,100754526,49522537,2,6425136,22,297789
09014,2009-02-09,08,14,15,25,26,07,09,,,,,,,,110754526,47780433,0,0,21,331862
09013,2009-02-07,05,24,26,30,35,05,12,,,,,,,,108052216,51994916,0,0,11,321586
09012,2009-02-04,02,05,20,25,31,10,12,,,,,,,,97066823,46529600,1,8561547,6,1510959
09011,2009-02-02,02,11,13,14,21,02,04,,,,,,,,102060000,44940347,0,0,9,386940
09010,2009-01-24,02,09,12,21,29,07,11,,,,,,,,91660000,59500348,0,0,25,144293
09009,2009-01-21,12,18,23,26,32,06,09,,,,,,,,80590000,50940517,4,5630474,25,290018
09008,2009-01-19,04,17,21,29,31,02,12,,,,,,,,103590000,52448051,1,9221381,19,552330
09007,2009-01-17,06,14,15,29,35,06,11,,,,,,,,108590000,58730615,1,8227344,35,199923
09006,2009-01-14,02,04,22,31,35,09,12,,,,,,,,113590000,51414782,0,0,27,301435
09005,2009-01-12,10,11,15,31,32,05,08,,,,,,,,110430000,50937415,0,0,8,868620
09004,2009-01-10,01,03,22,32,35,06,10,,,,,,,,107760000,55138389,0,0,10,375553
09003,2009-01-07,16,18,23,30,32,02,11,,,,,,,,97247171,50535881,0,0,7,501146
09002,2009-01-05,01,04,07,12,30,05,10,,,,,,,,85740000,52000661,0,0,4,882242
09001,2009-01-03,01,15,23,27,30,04,10,,,,,,,,74370000,57073015,2,5000000,24,132349
08154,2008-12-31,05,07,10,29,32,04,06,,,,,,,,80810000,54753073,4,5223929,52,42798
08153,2008-12-29,02,04,06,25,26,02,05,,,,,,,,100810000,52918807,1,5000000,19,146678
08152,2008-12-27,03,05,14,20,33,07,11,,,,,,,,975200000,61367170,2,7044546,15,763297
08151,2008-12-24,07,10,27,31,34,08,09,,,,,,,,107520000,53683392,0,0,19,337600
08150,2008-12-22,01,09,10,15,25,03,08,,,,,,,,104570000,48042807,0,0,32,53471
08149,2008-12-20,02,05,06,27,29,03,04,,,,,,,,98880000,55352420,0,0,12,294221
08148,2008-12-17,03,07,20,33,35,04,07,,,,,,,,88010000,50309105,0,0,6,494106
