期号,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,后区出球顺序1,后区出球顺序2,前区出球顺序1,前区出球顺序2,前区出球顺序3,前区出球顺序4,前区出球顺序5,奖池余额,本期销量,一等奖注数,一等奖单注奖金,二等奖注数,二等奖单注奖金
23017,2023-02-18,02,05,09,22,27,10,11,27,02,09,05,22,11,10,709369027,325814136,30,5817626,101,143902
23016,2023-02-15,02,04,12,31,32,07,11,04,02,32,12,31,07,11,929208065,294344609,11,6710087,85,134111
23015,2023-02-13,08,16,24,25,34,08,12,16,08,34,25,24,08,12,1006012729,286304176,6,8742063,70,194129
23014,2023-02-11,03,08,18,22,24,01,09,22,18,24,03,08,09,01,1037380726,308698349,5,10000000,156,85206
23013,2023-02-08,01,02,09,23,25,02,06,23,01,25,09,02,02,06,1040036601,290272193,5,10000000,89,163041
23012,2023-02-06,07,16,17,18,28,02,03,17,28,07,16,18,03,02,1048716293,274786290,17,6215753,136,77035
23011,2023-02-04,02,07,08,17,25,01,03,02,07,08,17,25,03,01,1156695738,297936990,4,10000000,155,79540
23010,2023-02-01,05,06,13,23,26,01,06,13,26,06,23,05,01,06,1144740863,272385898,7,8119275,377,20484
23009,2023-01-30,01,05,11,15,33,01,10,11,33,15,05,01,01,10,1167513305,288306205,3,10000000,89,167200
23008,2023-01-18,04,09,17,22,25,01,05,09,04,17,25,22,01,05,1153640352,322639161,11,6668897,243,37136
23007,2023-01-16,02,03,24,30,32,01,06,30,24,32,02,03,01,06,1214621616,270298202,2,10000000,48,338929
23006,2023-01-14,02,04,12,27,35,06,07,12,02,04,27,35,06,07,1166367354,286730809,2,10000000,123,93427
23005,2023-01-11,01,03,10,20,29,06,11,29,01,03,10,20,06,11,1150759496,271728892,5,10000000,113,83679
23004,2023-01-09,04,13,15,20,22,04,08,15,22,20,04,13,04,08,1157028435,258433073,3,10000000,106,100245
23003,2023-01-07,05,06,14,21,22,02,09,22,05,21,14,06,09,02,1140824557,281549083,6,10000000,96,131395
23002,2023-01-04,11,14,21,26,27,02,07,21,27,14,11,26,02,07,1153840957,255061637,3,10000000,48,282518
23001,2023-01-02,18,19,24,27,34,11,12,19,27,18,24,34,12,11,1124542797,244595607,0,0,64,191196
22150,2022-12-31,06,07,26,29,30,03,12,07,06,26,30,29,12,03,1071397015,267131944,4,10000000,117,105068
22149,2022-12-28,15,19,22,26,28,02,07,22,15,26,28,19,07,02,1073084049,227015437,7,8559676,46,220095
22148,2022-12-26,04,05,06,26,27,07,12,06,26,27,05,04,07,12,1098940648,222561477,6,8092788,138,55924
22147,2022-12-24,04,12,22,28,30,09,11,30,04,12,28,22,11,09,1126392172,242212561,2,10000000,95,119521
22146,2022-12-21,01,21,23,28,35,07,09,28,01,21,23,35,09,07,1091896945,226981538,1,10000000,29,425529
22145,2022-12-19,10,20,29,30,35,06,09,35,30,10,20,29,09,06,1054075162,235282028,5,8228015,141,54684
22144,2022-12-17,03,04,08,15,21,04,07,21,08,04,15,03,04,07,1077698266,254622809,5,9732901,111,87397
22143,2022-12-14,10,13,14,27,33,07,08,13,27,33,14,10,07,08,1091325801,250946991,3,10000000,121,87291
22142,2022-12-12,07,12,14,29,35,01,11,07,29,35,14,12,01,11,1078507658,261964327,2,10000000,83,149783
22141,2022-12-10,05,06,14,24,25,02,04,25,05,14,24,06,04,02,1047136066,280927317,0,0,114,116962
22140,2022-12-07,05,15,25,26,29,04,12,05,25,26,15,29,04,12,984601777,263913540,7,8414552,111,119164
22139,2022-12-05,01,13,14,22,35,02,05,01,14,13,35,22,05,02,1016097851,249420144,2,10000000,85,161085
22138,2022-12-03,05,13,16,27,33,07,12,16,27,13,33,05,12,07,983440468,263569680,14,7323910,76,164786
22137,2022-11-30,05,06,08,15,20,07,08,05,08,20,06,15,08,07,1041138782,236652115,8,6803296,135,50059
22136,2022-11-28,01,11,15,17,33,03,11,33,11,15,01,17,11,03,1089020630,243043220,4,10000000,47,248618
22135,2022-11-26,09,10,27,31,32,01,03,31,27,10,32,09,01,03,1072783224,276637790,5,10000000,47,310719
22134,2022-11-23,03,16,23,27,32,03,06,32,23,16,27,03,03,06,1082667691,260504803,10,7180775,131,67295
22133,2022-11-21,01,02,14,30,31,06,09,02,14,31,30,01,09,06,1126501374,268194352,2,10000000,74,189237
22132,2022-11-19,02,27,30,34,35,09,12,35,02,34,30,27,12,09,1087727608,303478141,1,10000000,78,210404
22131,2022-11-16,02,06,08,10,17,05,06,06,08,02,17,10,06,05,1023428077,280955531,13,7230419,130,68297
22130,2022-11-14,05,07,15,18,23,05,10,15,18,05,07,23,05,10,1072190623,276026401,1,10000000,116,96255
22129,2022-11-12,10,17,23,34,35,01,04,35,23,10,34,17,01,04,1037498580,296103979,1,10000000,73,234563
22128,2022-11-09,10,19,21,23,35,04,10,21,19,35,10,23,04,10,971487159,287676329,0,0,59,267208
22127,2022-11-07,02,03,08,09,20,04,10,03,08,09,20,02,04,10,898918318,281679123,1,10000000,111,104450
22126,2022-11-05,04,05,08,22,35,01,03,04,05,08,35,22,03,01,858035622,302545991,4,10000000,108,124630
22125,2022-11-02,03,07,14,16,19,01,11,14,03,07,16,19,11,01,847578280,281402027,3,10000000,59,185273
22124,2022-10-31,02,04,11,25,30,06,12,02,04,25,11,30,06,12,829363342,280957519,4,10000000,81,184091
22123,2022-10-29,02,20,28,29,30,07,10,20,28,29,30,02,10,07,807264781,305820352,6,8863199,84,146975
22122,2022-10-26,04,15,17,19,25,06,12,17,19,15,25,04,12,06,833361576,274529792,3,10000000,78,152034
22121,2022-10-24,04,15,16,20,21,04,05,04,16,15,21,20,05,04,808811731,273260256,4,8403281,157,75311
22120,2022-10-22,11,22,26,30,33,03,05,26,22,11,33,30,05,03,785438059,297092815,20,6147599,128,104891
22119,2022-10-19,01,09,16,25,29,04,09,29,16,09,01,25,04,09,935330701,265928079,9,6378248,187,27731
22118,2022-10-17,02,05,15,17,26,02,08,15,17,26,05,02,08,02,980149419,266205201,2,10000000,79,168497
22117,2022-10-15,09,12,15,21,32,02,07,15,09,21,12,32,07,02,943874218,288760077,2,10000000,100,133836
22116,2022-10-12,01,07,20,22,31,07,12,22,20,07,01,31,12,07,903895960,268635897,2,10000000,93,133489
22115,2022-10-10,17,19,20,23,27,03,08,20,19,23,17,27,08,03,876900512,264625441,1,10000000,73,129865
22114,2022-10-08,11,21,24,27,28,05,10,21,24,28,11,27,10,05,850606831,279880005,3,10000000,146,79680
22113,2022-10-05,13,15,22,31,33,05,12,13,33,31,22,15,12,05,816761134,276092506,3,10000000,61,229523
22112,2022-09-28,04,11,18,20,26,06,12,26,11,04,20,18,12,06,782148236,277451326,6,7374292,92,133251
22111,2022-09-26,06,12,16,19,31,06,10,19,31,16,06,12,06,10,770835538,275608888,3,10000000,81,165393
22110,2022-09-24,02,13,16,18,23,03,06,16,13,02,18,23,06,03,741140375,293502614,5,7700255,106,102849
22109,2022-09-21,05,09,24,29,35,05,12,29,35,09,24,05,05,12,726986669,274478389,13,5529833,108,89188
22108,2022-09-19,04,07,13,26,28,07,11,26,13,07,28,04,11,07,796949041,270398530,2,9817382,114,97359
22107,2022-09-17,07,09,19,28,29,08,10,29,09,07,28,19,10,08,771831893,289183885,11,7084969,326,22384
22106,2022-09-14,16,17,21,28,32,04,07,21,32,17,28,16,07,04,817054416,263686397,4,8148482,71,189339
22105,2022-09-12,01,08,09,21,22,01,04,09,01,08,21,22,04,01,797227537,261227681,6,9548733,132,87218
22104,2022-09-10,03,05,13,19,25,02,05,19,13,25,03,05,02,05,815868126,278107743,5,10000000,152,66422
22103,2022-09-07,08,12,16,21,32,01,12,08,21,16,32,12,12,01,828275399,257860867,2,10000000,87,150792
22102,2022-09-05,01,05,14,20,30,02,04,01,20,14,05,30,04,02,802491817,254102938,5,7098382,111,98795
22101,2022-09-03,02,04,06,07,08,03,06,02,07,06,04,08,06,03,795328775,285323196,5,7881688,242,51126
22100,2022-08-31,10,19,20,23,31,03,07,10,20,19,31,23,07,03,778544296,263081270,12,6928361,225,34966
22099,2022-08-29,07,18,25,27,33,04,05,33,07,18,27,25,04,05,828721804,262403522,2,10000000,92,117690
22098,2022-08-27,01,03,06,11,13,03,11,11,03,01,06,13,11,03,808652607,290597334,7,10000000,91,159365
22097,2022-08-24,05,13,22,28,29,05,11,29,22,28,05,13,05,11,812318845,265903896,5,10000000,133,75131
22096,2022-08-22,16,19,24,27,33,01,06,16,33,19,24,27,01,06,818056288,265333149,1,10000000,82,156359
22095,2022-08-20,05,08,22,25,35,02,07,35,25,08,22,05,02,07,779067574,285755605,4,7575561,86,138200
22094,2022-08-17,03,04,07,12,19,02,05,19,04,07,12,03,05,02,765240459,263091435,11,6755759,116,93869
22093,2022-08-15,07,11,14,21,29,07,10,11,29,21,07,14,07,10,835132342,263859632,15,6181280,114,71002
22092,2022-08-13,01,04,12,23,29,05,12,12,04,29,23,01,05,12,924505092,284162500,3,10000000,98,142234
22091,2022-08-10,02,11,20,22,34,04,12,22,02,20,11,34,12,04,892175409,264872501,8,9889786,54,245249
22090,2022-08-08,01,20,24,25,31,09,12,01,25,31,24,20,09,12,912078543,267762065,3,10000000,100,134459
22089,2022-08-06,01,20,21,31,33,03,11,33,31,20,01,21,03,11,884490880,283719023,0,0,102,134608
22088,2022-08-03,01,08,10,20,35,06,11,08,20,35,10,01,06,11,812522097,265773772,6,8871797,56,236609
22087,2022-08-01,04,06,10,24,28,06,12,06,24,10,04,28,06,12,840840031,274453796,2,10000000,64,208288
22086,2022-07-30,04,10,21,28,31,08,11,28,21,10,31,04,11,08,794672440,297073867,4,7547381,101,128648
22085,2022-07-27,11,16,31,33,35,06,08,11,33,16,35,31,08,06,779393038,272086013,1,10000000,67,217641
22084,2022-07-25,03,11,19,25,27,04,12,25,03,27,11,19,12,04,725347023,273954096,3,10000000,89,139730
22083,2022-07-23,02,09,17,26,32,04,06,26,02,32,17,09,06,04,694213667,294221785,5,7308055,331,36570
22082,2022-07-20,04,26,27,30,33,02,09,27,33,30,26,04,09,02,683037489,273662938,3,9128455,58,212523
22081,2022-07-18,05,10,19,31,32,09,10,19,31,32,10,05,09,10,656541909,275005199,35,5870791,118,108410
22080,2022-07-16,10,17,30,31,34,03,06,31,17,34,30,10,06,03,854183132,297387957,2,10000000,57,285340
22079,2022-07-13,07,10,19,26,32,08,12,26,32,07,10,19,08,12,814806479,274537529,9,7686108,153,69522
22078,2022-07-11,02,03,18,20,27,01,02,18,03,02,27,20,02,01,857454985,277517440,2,10000000,65,185043
22077,2022-07-09,05,10,11,16,19,01,10,19,10,11,05,16,10,01,822341601,303064936,7,8488725,96,127089
22076,2022-07-06,05,17,30,34,35,02,09,30,17,05,35,34,02,09,853413999,279968673,4,10000000,53,309721
22075,2022-07-04,04,12,13,17,18,07,09,12,13,04,17,18,09,07,831794198,280513406,2,10000000,107,96707
22074,2022-07-02,02,06,21,25,28,02,06,02,25,28,21,06,06,02,812683583,305228062,5,7510081,61,254763
22073,2022-06-29,11,18,21,25,32,02,04,18,32,21,25,11,04,02,795817234,287420936,2,10000000,85,176730
22072,2022-06-27,01,12,13,15,30,03,07,15,30,01,12,13,07,03,754035319,285522661,2,9788546,66,218463
22071,2022-06-25,09,15,19,25,29,08,09,15,19,29,09,25,08,09,722042898,306432833,65,5305543,348,32229
22070,2022-06-22,01,07,17,23,35,07,11,17,23,01,07,35,07,11,1240666270,288052831,5,10000000,146,76452
22069,2022-06-20,02,03,23,28,35,02,09,02,03,28,35,23,09,02,1252345739,293067958,2,10000000,79,150496
22068,2022-06-18,03,06,10,15,23,03,08,10,06,03,23,15,03,08,1230825950,322509914,4,10000000,125,108789
22067,2022-06-15,04,14,15,32,33,10,11,15,33,14,32,04,11,10,1213949798,295204928,9,8005408,185,65265
22066,2022-06-13,02,24,25,26,34,03,12,34,02,25,24,26,12,03,1257070426,300292058,2,10000000,75,192989
22065,2022-06-11,05,10,13,22,28,01,04,22,13,05,28,10,01,04,1205499301,322990947,2,10000000,128,117523
22064,2022-06-08,02,19,22,25,35,05,07,35,25,02,19,22,07,05,1156831124,302545998,1,10000000,56,278504
22063,2022-06-06,02,03,22,26,31,06,10,22,26,02,31,03,06,10,1094156707,298558863,2,10000000,49,325472
22062,2022-06-04,05,09,11,12,31,07,11,11,05,09,12,31,07,11,1055150107,317092728,4,10000000,107,120888
22061,2022-06-01,06,09,19,22,30,01,06,30,06,19,09,22,01,06,1050658907,291593427,5,8933032,112,93357
22060,2022-05-30,02,06,10,11,20,03,09,02,06,10,20,11,03,09,1073598422,299617214,2,10000000,134,98602
22059,2022-05-28,04,15,18,32,34,04,09,18,34,04,32,15,04,09,1042057372,360168383,5,10000000,59,273757
22058,2022-05-25,03,04,24,26,35,07,08,35,03,24,26,04,08,07,1014062807,315162700,8,8838497,58,249060
22057,2022-05-23,06,12,18,21,35,07,10,18,06,35,12,21,10,07,1050548455,321743486,6,10000000,89,176774
22056,2022-05-21,02,11,15,17,31,07,09,02,31,11,17,15,09,07,1056706742,357963502,0,0,102,154372
22055,2022-05-18,01,02,12,15,23,04,06,12,15,02,01,23,04,06,971105598,327354148,6,10000000,60,282372
22054,2022-05-16,05,16,21,23,34,07,10,34,21,23,16,05,07,10,958213629,319626218,19,6015218,223,36289
22053,2022-05-14,09,17,19,20,25,01,09,19,25,20,17,09,09,01,1081408712,344052818,18,6331450,311,34155
22052,2022-05-11,01,13,18,29,35,04,09,13,18,01,35,29,04,09,1198829807,310675547,7,9183568,55,250344
22051,2022-05-09,01,16,17,19,33,05,06,17,01,19,33,16,05,06,1225933266,304581312,8,8087457,108,97034
22050,2022-05-07,02,10,21,24,30,08,10,02,21,10,24,30,08,10,1265185550,348959440,4,10000000,78,214716
22049,2022-05-04,06,10,20,28,35,01,10,20,28,06,10,35,10,01,1238138013,301545430,5,10000000,70,218856
22048,2022-05-02,16,22,28,29,32,08,09,29,32,28,22,16,08,09,1221336676,291309246,1,10000000,80,141701
22047,2022-04-30,07,10,11,12,33,03,11,07,10,33,11,12,11,03,1179450986,333697226,4,10000000,72,207855
22046,2022-04-27,06,07,12,22,27,03,05,27,22,06,12,07,03,05,1151734276,319329723,7,8932034,114,123578
22045,2022-04-25,02,03,07,12,20,01,05,03,12,02,07,20,05,01,1184751389,322807049,1,10000000,103,136728
22044,2022-04-23,01,02,16,17,20,03,07,20,02,01,16,17,07,03,1132266362,351891169,4,10000000,86,174317
22043,2022-04-20,02,16,17,24,30,09,12,16,24,02,17,30,12,09,1106933108,322417914,14,7059578,319,38045
22042,2022-04-18,08,10,11,29,32,02,06,11,10,29,08,32,02,06,1179249861,323544249,5,10000000,79,184764
22041,2022-04-16,05,15,25,26,33,06,11,26,33,25,15,05,11,06,1182772175,353526676,5,10000000,132,126495
22040,2022-04-13,10,19,25,29,33,08,12,19,25,33,10,29,12,08,1179022270,326654540,10,7441714,8,5953371
22039,2022-04-11,01,08,11,22,31,05,11,31,08,11,01,22,11,05,1238597563,256237338,3,10000000,66,180645
22038,2022-04-09,07,09,11,12,26,09,12,09,07,12,11,26,12,09,1218640918,277396313,17,6234524,147,69639
22037,2022-04-06,01,09,17,20,28,06,10,01,20,09,28,17,06,10,1326357581,255392443,1,10000000,127,87671
22036,2022-04-04,18,19,21,26,34,06,07,19,26,34,21,18,07,06,1288426891,248062195,2,10000000,108,107106
22035,2022-04-02,09,11,13,23,31,05,08,13,09,11,31,23,08,05,1262351648,278506614,3,10000000,148,76412
22034,2022-03-30,02,10,24,27,28,06,07,02,24,28,27,10,07,06,1248571195,276331348,6,10000000,111,112921
22033,2022-03-28,08,15,16,19,33,03,04,33,19,08,15,16,04,03,1255163229,271656444,5,9798152,133,74353
22032,2022-03-26,05,09,18,31,32,01,05,05,09,32,31,18,01,05,1270429256,293074610,0,0,140,102698
22031,2022-03-23,07,14,16,20,28,04,08,28,20,16,14,07,08,04,1208966802,275183386,3,10000000,119,102371
22030,2022-03-21,12,14,15,21,30,01,09,14,12,30,21,15,01,09,1205677592,264133524,3,10000000,55,246560
22029,2022-03-19,07,08,10,14,17,10,12,17,10,14,07,08,10,12,1179206273,287037282,3,10000000,110,123790
22028,2022-03-16,04,09,16,17,35,01,07,04,16,17,35,09,01,07,1160852484,271216347,5,10000000,227,44819
22027,2022-03-14,03,06,11,31,32,05,12,11,32,03,31,06,12,05,1172229996,272660463,7,9789035,67,183847
22026,2022-03-12,11,14,22,23,27,08,10,14,22,11,27,23,08,10,1190311490,302400234,4,10000000,80,152456
22025,2022-03-09,04,07,22,24,29,01,07,24,29,22,07,04,01,07,1186204971,287810009,2,10000000,79,197731
22024,2022-03-07,01,02,11,30,35,01,12,11,02,35,30,01,12,01,1140166345,282564402,1,10000000,113,119578
22023,2022-03-05,04,05,18,20,25,11,12,05,25,18,04,20,12,11,1092622292,308200898,9,8399145,161,72789
22022,2022-03-02,01,05,14,17,28,06,07,01,17,14,28,05,06,07,1125444965,290445482,4,10000000,91,128259
22021,2022-02-28,11,15,16,18,35,06,09,18,15,35,11,16,09,06,1125876145,281794671,4,10000000,67,199693
22020,2022-02-26,16,17,30,31,35,08,09,35,16,30,31,17,09,08,1103146928,302088019,3,10000000,65,216655
22019,2022-02-23,01,04,07,17,21,01,02,21,01,07,04,17,02,01,1075854770,287443310,8,9950822,131,112629
22018,2022-02-21,16,21,29,31,34,06,09,34,29,21,16,31,06,09,1095457117,272144024,8,7631726,101,99916
22017,2022-02-19,10,14,18,23,25,07,11,18,14,25,10,23,11,07,1134950927,295313318,5,10000000,74,187025
22016,2022-02-16,01,07,17,26,32,01,09,01,26,07,32,17,09,01,1140211944,285216427,2,10000000,74,195233
22015,2022-02-14,01,02,08,12,30,05,12,08,12,01,02,30,05,12,1101484790,274855255,14,6507822,105,112380
22014,2022-02-12,01,04,10,18,32,01,09,01,10,04,18,32,01,09,1196232916,297471147,3,10000000,83,200691
22013,2022-02-09,04,09,16,25,32,05,06,25,32,16,09,04,05,06,1165497778,328606125,11,7485048,325,41233
22012,2022-01-26,03,05,10,33,34,07,10,10,05,34,33,03,10,07,1225396764,327170573,6,10000000,86,201685
22011,2022-01-24,03,05,17,24,32,05,12,24,03,05,32,17,05,12,1215311646,288813273,5,10000000,176,54260
22010,2022-01-22,04,19,25,31,35,02,11,25,19,04,35,31,11,02,1227756664,305997751,2,10000000,65,230571
22009,2022-01-19,13,14,18,31,33,07,10,31,18,14,33,13,07,10,1189540601,295315583,6,9417131,82,169967
22008,2022-01-17,01,02,13,18,34,06,07,01,02,13,18,34,06,07,1212783541,288005510,1,10000000,116,111356
22007,2022-01-15,05,22,23,25,35,03,11,05,35,25,23,22,03,11,1166246610,314958868,3,10000000,81,193366
22006,2022-01-12,01,05,07,17,20,05,12,07,05,20,01,17,05,12,1126455275,292369845,2,10000000,89,157904
22005,2022-01-10,02,13,17,19,34,05,09,17,13,19,34,02,05,09,1082745176,290292047,16,6275185,142,57227
22004,2022-01-08,07,20,27,30,33,03,04,33,30,07,27,20,03,04,1161605667,318985651,2,10000000,73,220180
22003,2022-01-05,02,18,24,25,34,08,12,34,02,24,25,18,08,12,1117630715,293411992,5,10000000,99,138844
22002,2022-01-03,04,06,07,09,24,04,12,09,04,24,06,07,12,04,1108263190,293300380,5,9208823,120,98863
22001,2022-01-01,08,11,19,22,29,03,11,19,29,08,11,22,03,11,1129936273,323959870,11,7127420,283,38595
21150,2021-12-29,04,10,11,23,26,07,10,04,11,26,10,23,10,07,1187065937,297315273,5,10000000,124,97499
21149,2021-12-27,20,26,28,30,35,10,11,20,30,35,26,28,11,10,1187821356,288342246,1,10000000,71,211096
21148,2021-12-25,01,04,12,16,29,04,08,01,16,04,29,12,08,04,1140109035,309690271,6,10000000,169,87286
21147,2021-12-22,01,02,08,12,26,01,07,08,26,01,12,02,01,07,1156628877,294787629,4,10000000,87,174581
21146,2021-12-20,03,05,08,18,20,09,11,20,18,08,05,03,11,09,1139389366,293542849,7,9538231,177,66819
21145,2021-12-18,03,08,25,29,30,01,06,29,08,25,03,30,01,06,1160533245,320066364,5,10000000,126,135901
21144,2021-12-15,03,20,25,30,34,02,09,25,03,34,20,30,02,09,1153487670,307637069,2,10000000,53,346332
21143,2021-12-13,09,17,19,29,34,04,11,34,09,19,29,17,11,04,1104620668,295955136,11,7088508,114,81540
21142,2021-12-11,11,13,17,19,25,02,09,11,19,17,25,13,02,09,1152884152,321224093,6,10000000,99,143032
21141,2021-12-08,02,08,16,29,34,05,12,08,02,34,16,29,05,12,1157697510,303700722,3,10000000,165,80804
21140,2021-12-06,05,24,26,33,35,09,12,35,33,05,24,26,09,12,1116819863,305536538,2,10000000,117,101414
21139,2021-12-04,05,13,18,23,34,08,09,18,34,23,13,05,08,09,1083766581,328551201,29,5837260,230,51125
21138,2021-12-01,09,11,12,15,31,05,11,09,11,15,31,12,05,11,1273167982,303548798,4,10000000,79,182720
21137,2021-11-29,02,07,13,14,19,04,05,02,13,19,07,14,05,04,1263704189,302260255,7,8951971,85,159214
21136,2021-11-27,08,12,19,27,33,02,05,27,33,19,08,12,02,05,1292130528,327765275,2,10000000,203,60673
21135,2021-11-24,04,07,17,29,31,05,06,17,31,04,29,07,05,06,1262006660,314847908,4,10000000,79,181363
21134,2021-11-22,02,06,14,19,28,01,06,02,19,28,06,14,01,06,1248689538,308110428,4,10000000,57,269935
21133,2021-11-20,08,09,17,26,28,06,08,26,09,28,08,17,08,06,1243590906,327493668,13,6695515,204,53534
21132,2021-11-17,04,21,28,29,33,03,11,33,28,21,04,29,03,11,1318930415,297729643,10,7538023,149,73186
21131,2021-11-15,06,08,16,34,35,05,06,16,35,34,06,08,05,06,1360443412,296451386,2,10000000,69,218787
21130,2021-11-13,02,03,14,27,28,05,10,28,02,14,03,27,10,05,1329267789,317382301,14,7136788,140,107638
21129,2021-11-10,02,16,17,18,34,04,10,18,34,02,16,17,04,10,1403814394,294268030,0,0,63,211783
21128,2021-11-08,14,17,18,23,27,05,08,18,27,17,14,23,08,05,1337287551,282038607,9,7655899,128,74441
21127,2021-11-06,01,02,15,17,26,02,11,02,26,17,15,01,02,11,1374522133,305525077,3,10000000,64,224471
21126,2021-11-03,01,11,12,34,35,09,12,01,11,12,34,35,09,12,1337033731,289363128,2,10000000,119,125662
21125,2021-11-01,17,19,21,27,31,04,09,21,19,17,31,27,04,09,1288689189,285946298,1,10000000,103,131680
21124,2021-10-30,10,17,22,25,35,07,09,17,35,25,22,10,07,09,1239396849,314165395,3,10000000,83,172900
21123,2021-10-27,08,23,26,27,33,08,09,26,27,08,33,23,09,08,1210823709,296213304,3,10000000,63,213247
21122,2021-10-25,14,15,26,27,29,04,05,27,15,26,29,14,05,04,1186675748,294005109,2,10000000,105,120192
21121,2021-10-23,02,15,19,29,30,02,09,30,02,29,15,19,09,02,1146249375,313275937,3,10000000,115,127063
21120,2021-10-20,05,10,21,25,31,05,11,05,21,10,31,25,05,11,1120909519,285711031,10,8314748,104,131354
21119,2021-10-18,01,02,09,16,30,09,10,09,30,16,01,02,09,10,1157376911,290165267,4,10000000,141,84057
21118,2021-10-16,14,17,18,28,34,02,03,34,28,14,17,18,02,03,1146057645,302397723,4,10000000,98,148407
21117,2021-10-13,11,18,21,22,33,05,06,21,33,11,18,22,05,06,1124390424,279505700,8,8355835,169,61934
21116,2021-10-11,04,25,28,29,35,03,11,25,35,28,04,29,11,03,1151852869,279695241,2,10000000,73,190970
21115,2021-10-09,08,13,19,20,29,06,10,13,29,20,08,19,10,06,1111593015,299770302,2,10000000,114,112841
21114,2021-10-06,08,09,13,29,30,01,11,09,08,29,13,30,01,11,1081182210,283727610,1,10000000,110,108970
21113,2021-09-29,17,18,25,27,28,04,08,25,17,18,28,27,04,08,1035393331,283440028,6,9008492,139,84274
21112,2021-09-27,18,21,22,23,35,11,12,22,23,18,35,21,11,12,1058537381,283298709,1,10000000,61,283977
21111,2021-09-25,07,08,15,19,28,08,09,08,19,28,15,07,09,08,995038782,305345840,12,7142456,232,45015
21110,2021-09-22,11,14,29,31,32,11,12,11,29,31,32,14,12,11,1046721833,276544919,6,9131551,75,189758
21109,2021-09-20,03,04,07,27,31,06,09,07,27,04,31,03,06,09,1073585145,265547489,4,10000000,83,121850
21108,2021-09-18,05,19,22,26,35,02,06,26,35,19,05,22,06,02,1069829501,303354020,8,8614284,69,198372
21107,2021-09-15,03,05,13,20,25,07,11,13,05,20,25,03,11,07,1105541509,281751709,9,7946101,70,199664
21106,2021-09-13,02,13,14,32,34,02,12,32,34,14,02,13,02,12,1149093887,276794901,0,0,97,149583
21105,2021-09-11,07,10,11,17,18,04,09,17,07,10,18,11,04,09,1087468356,304015740,4,10000000,117,89835
21104,2021-09-08,23,25,26,30,33,03,11,26,23,25,30,33,03,11,1086226837,286479253,2,10000000,71,228429
21103,2021-09-06,04,10,23,30,31,05,11,23,30,04,31,10,11,05,1037062397,282429778,1,10000000,61,232323
21102,2021-09-04,02,08,11,16,23,02,07,16,02,11,08,23,02,07,982320278,305869819,13,7523067,117,111145
21101,2021-09-01,13,18,19,27,32,06,11,19,13,18,32,27,06,11,1043300674,281242026,6,9675934,101,105827
21100,2021-08-30,07,11,23,26,28,02,07,26,23,07,11,28,02,07,1059494717,280471793,3,10000000,96,110807
21099,2021-08-28,15,19,27,28,30,03,04,19,27,28,15,30,03,04,1062893864,303058009,1,10000000,130,128865
21098,2021-08-25,02,07,21,27,33,07,09,07,21,02,27,33,09,07,1007650453,276951852,2,10000000,62,202870
21097,2021-08-23,11,26,30,31,33,03,10,30,31,26,33,11,10,03,975519759,272897259,1,10000000,45,293323
21096,2021-08-21,07,08,10,20,21,01,05,20,10,21,08,07,01,05,927073812,297348639,10,8465507,204,69310
21095,2021-08-18,10,15,19,20,30,11,12,20,19,15,30,10,12,11,962561875,279549610,2,10000000,116,114636
21094,2021-08-16,05,06,24,27,33,05,12,33,24,06,05,27,12,05,931384310,275141551,6,9900472,77,173225
21093,2021-08-14,20,25,27,28,31,08,11,31,27,20,25,28,11,08,948527899,302609762,2,10000000,66,239598
21092,2021-08-11,12,14,27,28,34,03,07,28,14,12,34,27,03,07,907549564,281386147,2,10000000,108,111939
21091,2021-08-09,01,04,10,21,29,03,05,04,10,01,29,21,05,03,877764456,272675404,5,10000000,155,61811
21090,2021-08-07,06,07,19,26,32,06,12,32,07,06,26,19,12,06,880472277,289448960,2,10000000,236,46324
21089,2021-08-04,01,17,24,28,35,10,12,24,35,01,17,28,12,10,851200235,269906690,3,10000000,48,309133
21088,2021-08-02,02,14,31,34,35,01,07,14,35,34,02,31,01,07,822562305,264720425,2,9148546,63,197930
21087,2021-07-31,10,14,15,25,28,03,10,14,10,15,28,25,03,10,797251485,290446990,6,9400653,177,68131
21086,2021-07-28,02,03,07,16,17,06,10,03,16,17,07,02,06,10,822607828,272160233,1,10000000,71,176586
21085,2021-07-26,01,12,15,26,35,10,11,01,12,26,15,35,11,10,775634441,270848072,6,7421868,99,137086
21084,2021-07-24,02,10,14,30,33,06,09,14,02,30,10,33,09,06,763493931,290591822,6,6943989,130,92500
21083,2021-07-21,07,09,11,26,35,01,08,09,07,35,11,26,08,01,759158453,272635093,6,7329020,84,148138
21082,2021-07-19,01,14,22,29,33,03,10,14,33,01,22,29,10,03,747230175,278896069,11,7463880,89,159258
21081,2021-07-17,05,13,24,29,35,07,08,05,35,24,13,29,08,07,807325943,301662622,2,10000000,70,185428
21080,2021-07-14,15,16,20,29,30,06,10,15,20,29,16,30,06,10,767631447,276105107,8,8006507,118,91718
21079,2021-07-12,06,14,19,26,33,08,11,19,26,14,33,06,08,11,802121550,279520279,6,9906345,75,172047
21078,2021-07-10,02,08,17,19,25,01,05,17,19,08,02,25,05,01,821042099,302960803,3,9605842,91,165115
